w_id,s_id,idx,viet,viet_similar_words,eng,eng_similar_words
15796,10385,2,lo lắng,"trách móc, lo ngại",worry,"blame, fear"
15797,10385,6,ổn,"chắc chắn, nên",fine,"sure, should"
15798,10386,3,giết,"bạo lực, chôn",kill,"violent, bury"
15799,10387,5,giáo viên,"nữ, sinh viên",teacher,"female, student"
15800,10387,3,thông báo,"sai, sạch sẽ",Notification,"wrong, clean"
15801,10388,3,thường xuyên,"công ty, dự án",frequent,"company, project"
15802,10388,6,kyoto,"kenji, tokyo",Kyoto,"kenji, tokyo"
15803,10389,1,chú ý,"che, thuận",attention,"cover, favor"
15804,10392,5,muộn,"thầm, đối phó",late,"silent, cope"
15805,10392,3,đi,"mọi, mất",Go,"all, lost"
15806,10393,4,tham gia,"cố gắng, của",join,"try, belong to"
15807,10394,3,trường,"thuyền, vực",school,"boat, area"
15808,10394,5,thành phố,"nhút nhát, tha thứ",city,"timid, forgive"
15809,10395,5,tình yêu,"nhà cửa, trẻ em",love,"home, children"
15810,10395,3,tình cảm,"tuổi trẻ, phần mềm",emotional,"youth, software"
15811,10396,2,xuân,"cam, trái đất",spring,"orange, earth"
15812,10396,1,mùa,"rừng, hè",season,"forest, summer"
15813,10397,3,hậu quả,"không thể, đả kích",consequence,"cannot, assault"
15814,10398,7,sản xuất,"tiếp xúc, xuồng",manufacture,"contact, canoe"
15815,10398,2,mua,"trồng, nắng",buy,"plant, sunny"
15816,10399,8,hạnh phúc,"khập khiễng, tiến bộ",happy,"lame, progress"
15817,10400,9,lắm,"vân, phần nào",very,"cloud, part"
15818,10400,6,hôm qua,"lặng lẽ, sáng",Yesterday,"quiet, bright"
15819,10401,8,tâm trí,"tập hợp, thành phố",mind,"aggregate, city"
15820,10402,1,tiền,"sân bay, đâu",money,"airport, where"
15821,10402,11,tồn tại,"giảng dạy, đồng ý",exist,"teach, agree"
15822,10403,2,quanh,"lượng, giam",around,"quantity, prison"
15823,10403,3,mary,"tony, mari",Mary,"tony, mari"
15824,10404,6,sách,"golf, đèn",book,"golf, lamp"
15825,10404,4,dịch,"vở, cao su",pandemic,"notebook, rubber"
15826,10405,6,cuộc đời,"câu chuyện, đời",lifetime,"story, lifetime"
15827,10406,4,doanh nghiệp,"xấu, nhàm chán",business,"bad, boring"
15828,10407,6,một mình,"đất nước, lặng lẽ",alone,"country, quiet"
15829,10408,1,hét,"trạm, đàn",scream,"station, lit"
15830,10409,3,tom,"hợp đồng, tháo",Tom,"contract, remove"
15831,10409,6,đội,"thai, rau",team,"pregnancy, vegetable"
15832,10410,6,ngày mai,"giấu, chữa",Tomorrow,"hide, cure"
15833,10411,10,nắm,"nhìn, đóng băng",hold,"look, freeze"
15834,10412,5,tuyệt đối,"bất kể, đích thân",absolute,"regardless, personally"
15835,10412,4,sức mạnh,"động lực, sợ hãi",power,"dynamic, scared"
15836,10413,1,tháo,"sơn, khóc",remove,"paint, cry"
15837,10413,2,kính,"việc làm, trộn",glasses,"job, mix"
15838,10414,6,ngày mai,"giấu, chữa",Tomorrow,"hide, cure"
15839,10414,3,mong đợi,"mong chờ, chờ đợi",expectation,"expected, wait"
15840,10415,9,ghế,"đảo, đất",chair,"island, land"
15841,10415,3,bút,"vảy, đóng gói",pen,"scab, pack"
15842,10416,7,quần áo,"ngôn ngữ, công nhân",clothes,"language, worker"
15843,10416,3,xuống nước,"vắng, tiêu dùng",in the water,"absent, consumption"
15844,10417,7,bài tập,"quy mô, nghiện",exercise,"scale, addiction"
15845,10417,6,hoàn thành,"vancodar, cuộc sống",complete,"vancodar, life"
15846,10418,3,trông,"lựa chọn, nặng nề",look,"select, heavy"
15847,10418,4,mạnh mẽ,"ảm đạm, hạnh phúc",strong,"bleak, happy"
15848,10419,3,công việc,"nhà tù, cảm xúc",job,"prison, feeling"
15849,10420,4,đăng,"kỳ dị, công chúng",post,"peculiar, public"
15850,10420,3,giỏi,"nhất trí, lâu",good,"unanimous, long"
15851,10421,7,tù,"cấu hình, giải thưởng",prison,"configuration, prize"
15852,10421,3,kết án,"buộc tội, có thai",condemn,"accusation, pregnant"
15853,10422,8,đêm,"bận tâm, bạc",night,"bother, silver"
15854,10422,3,đàn ông,"đàn ông, gợi cảm",man,"man, sexy"
15855,10423,5,bệnh,"chán, dự đoán",sick,"bored, forecast"
15856,10423,1,hầu như,"tột cùng, có mặt",almost,"ultimate, present"
15857,10424,4,thành công,"tăng trưởng, ủng hộ",success,"growth, donate"
15858,10424,3,luật sư,"giọt, chủ nhân",lawyer,"drop, owner"
15859,10425,2,đường,"điện, đất",road,"electricity, land"
15860,10425,7,sơn,"thi đấu, tháo",paint,"play, remove"
15861,10426,5,hứa,"hẹn, kỷ niệm",promise,"appointment, celebrate"
15862,10427,9,giải quyết,"khắc phục, đối thủ",handle,"fix, competitor"
15863,10428,3,mắc kẹt,"bất lợi, đường dẫn",stranded,"adverse, pathway"
15864,10429,14,giúp đỡ,"vận chuyển, nhỏ bé",help,"transport, tiny"
15865,10429,17,ta,"người, khác",I,"people, other"
15866,10430,3,đau đầu gối,"đường băng giá, quần jean",knee pain,"run, jeans"
15867,10430,1,ngã,"dương, vụng về",fall,"positive, clumsy"
15868,10431,4,giải thích,"đàm phán, tham quan",explain,"negotiate, sightseeing"
15869,10433,3,lối thoát,"thẳng thắn, vũ trang",escape,"frank, armed"
15870,10433,4,khẩn cấp,"hình phạt, bản năng",urgent,"penalty, instinct"
15871,10434,3,mùa,"rừng, hè",season,"forest, summer"
15872,10435,6,đàn ông,"đàn ông, gợi cảm",man,"man, sexy"
15873,10435,9,tuyệt vời,"hành động, tức giận",Great,"act, angry"
15874,10436,7,nợ,"rừng, rau",in debt,"forest, vegetable"
15875,10436,5,tiền,"sân bay, đâu",money,"airport, where"
15876,10437,7,chiều,"tiếp theo, lúc",afternoon,"next, at the time"
15877,10437,11,dọn,"điều hành, lập",do,"operate, establish"
15878,10438,5,đồng hồ,"đồng hồ, đếm",clock,"clock, count"
15879,10438,2,lắp ráp,"xe, phim",assemble,"car, movie"
15880,10439,6,nằm xuống,"khoanh tay, nghĩa vụ",down,"fold, obligation"
15881,10440,5,xinh đẹp,"ấm áp, bỏ cuộc",beautiful,"warm, give up"
15882,10441,4,trưa,"hỏi thăm, yên ổn",lunch,"ask about, peaceful"
15883,10442,4,đi,"mọi, mất",Go,"all, lost"
15884,10442,5,uống,"mặt, ăn",drink,"face, eat"
15885,10443,5,00,"001, thẳng thắn",00,"001, frank"
15886,10443,1,máy bay,"tàu, lớp",plane,"ship, class"
15887,10444,4,mua sắm,"đấu giá, cúp",shopping,"auction, cup"
15888,10444,3,trung tâm,"bang, ổ",center,"state, drive"
15889,10445,1,dữ liệu,"thực phẩm, tường",data,"food, wall"
15890,10445,3,vô dụng,"bất tử, lãng phí",useless,"immortal, waste"
15891,10446,2,cá,"điện thoại, ann",fish,"phone, ann"
15892,10446,4,hôi thối,"sông, xấu hổ",stink,"river, shy"
15893,10447,3,trải,"điều, khoảng",spread,"thing, about"
15894,10447,6,nghỉ,"nghiên cứu, nói",rest,"study, speak"
15895,10448,8,lập tức,"cực kỳ, giây phút",instantly,"extremely, minute"
15896,10448,6,trả lời,"măng tây, đất nước",reply,"asparagus, country"
15897,10449,7,thương mại,"ngoại giao, sự kiện",commerce,"diplomatic, event"
15898,10449,4,gia tăng,"điều trị, bất chấp",increase,"treatment, defy"
15899,10450,2,hẳn,"ví dụ, đáng",surely,"for example, worth"
15900,10450,5,vui,"hỗn loạn, rẻ",fun,"chaotic, cheap"
15901,10451,6,bắt,"lau, mắng",catch,"wipe, scold"
15902,10451,4,cảnh sát,"bệnh viện, tạp chí",police,"hospital, magazine"
15903,10452,4,tiền,"sân bay, đâu",money,"airport, where"
15904,10452,7,tối,"tối cao, sẽ",dark,"supreme, will"
15905,10454,6,gửi,"phê duyệt, từ bỏ",send,"approve, give up"
15906,10454,8,nhắn,"phương tiện, lợi ích",message,"vehicle, benefit"
15907,10455,4,cầu,"chiến, bão",bridge,"battle, storm"
15908,10455,2,mary,"tony, mari",Mary,"tony, mari"
15909,10456,3,văn phòng,"lỗ, trụ sở",office,"hole, headquarters"
15910,10456,6,làm việc,"trực tiếp, đầu",work,"direct, head"
15911,10457,6,anh chàng,"cẩn thận, đau lòng",guy,"careful, heartbreaking"
15912,10458,6,hút,"đọc, trách",suck,"read, blame"
15913,10458,3,khuyên,"trang web, lợi nhuận",advise,"website, profit"
15914,10459,4,đi,"mọi, mất",Go,"all, lost"
15915,10459,7,bạn bè,"đối thủ, dấu vết",friend,"competitor, trace"
15916,10460,2,áp,"nỗ lực, bất chấp",pressure,"effort, defy"
15917,10460,3,tai,"nhìn, mic",ears,"look, mic"
15918,10461,4,đèn,"sách, sữa",lamp,"book, milk"
15919,10462,6,vô,"rưỡi, sẽ",enter,"half, will"
15920,10462,7,gia cư,"thành phố, tập hợp",Household,"city, aggregate"
15921,10464,13,thay thế,"mong muốn, chào đón",replace,"desire, welcome"
15922,10464,14,tom,"hợp đồng, tháo",Tom,"contract, remove"
15923,10465,1,vàng,"hoa, rau",Yellow,"flower, vegetable"
15924,10466,4,nói chuyện,"vẽ, chợ",talk,"draw, market"
15925,10467,5,vợ,"mẹ, trụ sở",wife,"mom, headquarters"
15926,10467,9,biển,"đỏ, mù",sea,"red, blind"
15927,10468,8,francisco,"chicago, luciano",Francisco,"chicago, luciano"
15928,10468,5,phim,"trượt, phần mềm",movie,"slip, software"
15929,10469,6,bé,"máu, sách",little,"blood, book"
15930,10469,2,mary,"tony, mari",Mary,"tony, mari"
15931,10470,1,gia đình,"sinh viên, tài liệu",family,"student, document"
15932,10470,4,tự hào,"tài năng, khoáng chất",proud,"talent, mineral"
15933,10471,4,xe buýt,"bệnh viện, hôn",bus,"hospital, kiss"
15934,10471,3,đi,"mọi, mất",Go,"all, lost"
15935,10472,9,sửa,"thí nghiệm, rửa tội",fix,"experiment, baptism"
15936,10472,1,ghế,"đảo, đất",chair,"island, land"
15937,10473,4,đồng hồ,"đồng hồ, đếm",clock,"clock, count"
15938,10474,5,tối,"tối cao, sẽ",dark,"supreme, will"
15939,10475,8,trừ,"thời gian, to",apart from,"time, big"
15940,10475,4,ý định,"đất nước, né tránh",intent,"country, dodge"
15941,10476,4,sáng sủa,"dịp, hết mình",light,"occasion, devoted"
15942,10476,1,tương lai,"tăng trưởng, thành đạt",future,"growth, successful"
15943,10478,5,thị trấn,"em trai, tính cách",town,"younger brother, character"
15944,10479,2,buồn,"quê, ghen",Sad,"countryside, jealous"
15945,10480,7,sách,"golf, đèn",book,"golf, lamp"
15946,10481,3,chờ đợi,"mong chờ, mong đợi",wait,"expected, expectation"
15947,10482,6,chất lỏng,"giấy, theo dõi",liquid,"paper, monitor"
15948,10482,3,uống,"mặt, ăn",drink,"face, eat"
15949,10483,10,an toàn,"tham gia, nhiệt độ",safe,"join, temperature"
15950,10483,9,làm việc,"trực tiếp, đầu",work,"direct, head"
15951,10485,2,khóa,"hỏa, tỏa",lock,"fire, radiate"
15952,10485,4,phòng,"trại, tập trung",room,"camp, concentrate"
15953,10486,3,mua,"trồng, nắng",buy,"plant, sunny"
15954,10486,6,bánh quy,"bỏ phiếu, cánh tay",cookies,"vote, arm"
15955,10487,1,chiến tranh,"báo chí, thức ăn",war,"press, food"
15956,10487,3,tiếp diễn,"tê liệt, bùng phát",continue,"paralyzed, outbreak"
15957,10488,1,thuyết phục,"thông cảm, biết ơn",convince,"sympathize, grateful"
15958,10488,2,mary,"tony, mari",Mary,"tony, mari"
15959,10489,2,sách,"golf, đèn",book,"golf, lamp"
15960,10489,1,quyển,"chuyến, tiệc",book,"trip, party"
15961,10490,12,máy,"vodka, máy bay",machine,"vodka, plane"
15962,10490,5,máy ảnh,"giấy, chất lỏng",camera,"paper, liquid"
15963,10491,3,hạnh phúc,"khập khiễng, tiến bộ",happy,"lame, progress"
15964,10492,7,yêu,"mùa, lo ngại",Love,"season, fear"
15965,10492,6,trẻ,"bay, nhu",young,"fly, soft"
15966,10493,8,hình,"nhăn, khách",image,"wrinkled, guest"
15967,10493,5,đàn ông,"đàn ông, gợi cảm",man,"man, sexy"
15968,10494,4,tấn công,"di chuyển, sân bay",attack,"move, airport"
15969,10496,5,bất an,"bạo lực, ghen tuông",insecure,"violent, jealous"
15970,10496,6,có lẽ,"thứ, tiếp theo",maybe,"rank, next"
15971,10497,2,trở lại,"nửa, nhanh chóng",return,"half, quick"
15972,10498,6,chỗ,"lỗ, bạn",place,"hole, friend"
15973,10499,5,bữa,"thực đơn, hàng ngũ",meal,"menu, rank"
15974,10499,6,tiệc,"quyển, võng",party,"book, hammock"
15975,10500,7,tiếng,"điều, fax",language,"thing, fax"
15976,10500,2,hạ cánh,"vụ việc, khan hiếm",landing,"case, scarcity"
15977,10501,3,một mình,"đất nước, lặng lẽ",alone,"country, quiet"
15978,10501,2,làm việc,"trực tiếp, đầu",work,"direct, head"
15979,10502,5,mùa,"rừng, hè",season,"forest, summer"
15980,10502,6,đông,"rõ rệt, thiếu",winter,"pronounced, lack"
15981,10503,7,xe hơi,"ánh sáng, điện ảnh",car,"light, cinema"
15982,10503,5,xe buýt,"bệnh viện, hôn",bus,"hospital, kiss"
15983,10504,2,quốc gia,"vương quốc, đầu tiên",nation,"realm, firstly"
15984,10504,5,39,"tạm, bệnh viện",39,"temporary, hospital"
15985,10505,4,đi,"mọi, mất",Go,"all, lost"
15986,10505,8,trời,"hè, nắng",God,"summer, sunny"
15987,10508,4,tom,"hợp đồng, tháo",Tom,"contract, remove"
15988,10508,3,dừng,"nghẹn, ghé",stop,"choked, visit"
15989,10509,5,mệt mỏi,"đau khổ, giàu có",tired,"anguished, rich"
15990,10510,8,piano,"anh đào, động vật",piano,"cherry, animal"
15991,10510,5,violin,"rock, la",Violin,"rock, row"
15992,10511,7,đồng,"ép, chấn thương",copper,"squeeze, injury"
15993,10511,3,cố gắng,"bận rộn, cuộc sống",try,"busy, life"
15994,10512,4,hồi ức,"tối cao, vương quốc",memory,"supreme, realm"
15995,10512,5,mờ nhạt,"miễn cưỡng, tuân thủ",faint,"reluctant, follow"
15996,10514,6,la hét,"lắng nghe, vô lý",scream,"listen, unreasonable"
15997,10514,5,bận rộn,"hạnh phúc, cố gắng",busy,"happy, try"
15998,10515,3,thức,"ngô, quầy",awake,"corn, counter"
15999,10515,9,váy,"tóc, khăn",dress,"hair, towel"
16000,10516,14,ngon,"nó, vải",tasty,"it, fabric"
16001,10516,9,nồi,"đường ống, cửa sổ",pot,"pipe, window"
16002,10517,6,bài tập,"quy mô, nghiện",exercise,"scale, addiction"
16003,10517,5,xong,"bây giờ, giỏi",finished,"now, good"
16004,10518,3,chó,"chim, gậy",dog,"bird, stick"
16005,10519,4,thuốc,"vật liệu, golf",medicine,"material, golf"
16006,10520,3,uống,"mặt, ăn",drink,"face, eat"
16007,10521,3,phụ nữ,"sập, thừa",women,"collapse, excess"
16008,10521,6,đàn ông,"đàn ông, gợi cảm",man,"man, sexy"
16009,10522,3,bắt,"lau, mắng",catch,"wipe, scold"
16010,10522,6,cá,"điện thoại, ann",fish,"phone, ann"
16011,10523,1,cánh tay,"séc, động cơ",arm,"czech, engine"
16012,10524,3,phòng,"trại, tập trung",room,"camp, concentrate"
16013,10524,2,dọn,"điều hành, lập",do,"operate, establish"
16014,10525,5,trẻ,"bay, nhu",young,"fly, soft"
16015,10525,3,mẹ,"chồng, vợ",Mom,"husband, wife"
16016,10526,3,sẵn sàng,"liên tục, hoặc",ready,"continuous, or"
16017,10526,6,trọng đại,"tạm biệt, cảnh tượng",important,"goodbye, spectacle"
16018,10527,3,lắng nghe,"thu thập, trái tim",listen,"collect, heart"
16019,10527,2,chăm chú,"chết đuối, quan tâm",attentive,"drowning, care about"
16020,10528,6,hành động,"đồng, nguy cơ",act,"copper, risk"
16021,10528,5,lỡ,"vắng, ngại",miss,"absent, hesitate"
16022,10529,4,đi,"mọi, mất",Go,"all, lost"
16023,10529,6,nước ngoài,"quê, thủ đô",foreign,"countryside, capital"
16024,10530,2,phẫn nộ,"khó khăn, tồi tệ",wrath,"hard, terrible"
16025,10531,3,lễ hội,"tài liệu, gia đình",festival,"document, family"
16026,10531,4,trùng,"báo thức, bỗng",coincide,"alarm, suddenly"
16027,10532,6,an toàn,"tham gia, nhiệt độ",safe,"join, temperature"
16028,10532,1,bí mật,"khám phá, điện tử",secret,"discover, electronic"
16029,10533,7,dường như,"chấp nhận, nghiêm trọng",seemingly,"accept, serious"
16030,10533,4,bỏ hoang,"thua, thẳng thừng",abandoned,"lose, blunt"
16031,10534,3,may,"cơ hội, tiếc",lucky,"opportunity, unfortunate"
16032,10535,4,cân,"dao, tường",weigh,"knife, wall"
16033,10535,7,thuốc lá,"cà rốt, giải thưởng",cigarette,"carrot, prize"
16034,10537,12,du thuyền,"hội trường, biệt thự",yacht,"hall, villa"
16035,10537,11,đi,"mọi, mất",Go,"all, lost"
16036,10538,6,thế giới,"quỹ, lá lách",world,"fund, pancreas"
16037,10538,8,kia,"tuyên bố, mặc",there,"declare, wear"
16038,10539,6,mời,"phim, nữ",invite,"movie, female"
16039,10540,2,sách,"golf, đèn",book,"golf, lamp"
16040,10540,4,dày,"chế tạo, vỡ",thick,"manufacturing, broken"
16041,10541,8,tối,"tối cao, sẽ",dark,"supreme, will"
16042,10542,5,tâm trí,"tập hợp, thành phố",mind,"aggregate, city"
16043,10542,11,lo lắng,"trách móc, lo ngại",worry,"blame, fear"
16044,10543,8,rắc rối,"lưu ý, bê bối",trouble,"note, scandal"
16045,10544,9,sống,"đời, tiện lợi",living,"lifetime, convenient"
16046,10544,5,chị em,"công nhân, thông tin",sister,"worker, information"
16047,10545,1,mùa,"rừng, hè",season,"forest, summer"
16048,10545,2,xuân,"cam, trái đất",spring,"orange, earth"
16049,10546,6,york,"new york, rink",York,"new york, rink"
16050,10546,5,new,"tờ, lường",New,"sheet, measure"
16051,10547,5,xu hướng,"doanh nghiệp, thị trường",trend,"business, market"
16052,10549,4,ngừng,"tiếp diễn, ngừng",stop,"continue, stop"
16053,10549,5,đọc,"đóng, cắt",read,"close, cut"
16054,10550,6,muộn,"thầm, đối phó",late,"silent, cope"
16055,10550,1,hầu như,"tột cùng, có mặt",almost,"ultimate, present"
16056,10551,4,có lẽ,"thứ, tiếp theo",maybe,"rank, next"
16057,10551,7,giúp,"làm, bị",help,"do, bag"
16058,10552,3,hơi,"kể, kêu",steam,"tell, call"
16059,10552,2,trở nên,"ngày nay, nhu cầu",become,"nowadays, demand"
16060,10553,6,cãi vã,"cố tình, giận dữ",quarrel,"deliberately, furious"
16061,10553,3,hai,"một số, mexico",two,"some, mexico"
16062,10554,1,thời tiết,"tiền bạc, bệnh tật",weather,"money, illness"
16063,10554,6,vui,"hỗn loạn, rẻ",fun,"chaotic, cheap"
16064,10555,5,danh sách,"gối, băng bó",list,"pillow, bandage"
16065,10556,3,mặc,"đau đầu, tuyên bố",wear,"headache, declare"
16066,10557,7,yên ổn,"trưa, hỏi thăm",peaceful,"lunch, ask about"
16067,10557,9,làng,"phố, hoa",village,"street, flower"
16068,10558,3,tiếc,"cơ hội, hết mình",unfortunate,"opportunity, devoted"
16069,10558,5,gọi,"chuyện, bị cáo",call,"story, accused"
16070,10559,4,tử tế,"máy bơm, nhỏ bé",kind,"pump, tiny"
16071,10559,1,bảo,"thổi, cái",tell,"blow, female"
16072,10560,3,sương mù,"nhiệt, âm lượng",fog,"heat, volume"
16073,10560,2,đèn,"sách, sữa",lamp,"book, milk"
16074,10561,4,gửi,"phê duyệt, từ bỏ",send,"approve, give up"
16075,10561,10,tuần,"bận tâm, thống nhất",week,"bother, unified"
16076,10562,9,thư,"lọn, khoảng cách",letters,"curl, distance"
16077,10562,3,tha thứ,"thành phố, chịu đựng",forgive,"city, suffer"
16078,10563,1,xe,"dự án, chuồng",car,"project, cage"
16079,10563,3,tom,"hợp đồng, tháo",Tom,"contract, remove"
16080,10564,3,tiếng,"điều, fax",language,"thing, fax"
16081,10565,4,nghĩa vụ,"pháp luật, bất tiện",obligation,"law, inconvenient"
16082,10566,8,kế hoạch,"bất tỉnh, mẹ",plan,"unconscious, mom"
16083,10566,7,phản đối,"ngại, tỉ mỉ",protest,"hesitate, meticulous"
16084,10567,5,sáu,"ba, tám",six,"three, eight"
16085,10567,4,mười,"tám, mươi",ten,"eight, fifty"
16086,10568,4,bánh,"báo, hình",cake,"newspaper, image"
16087,10569,6,nhẫn,"thuận, cắm",ring,"favor, plug"
16088,10569,7,đính hôn,"tận hưởng, tình",betrothed,"enjoy, love"
16089,10570,5,bóng,"cầu thủ, sân",ball,"player, yard"
16090,10570,3,đi,"mọi, mất",Go,"all, lost"
16091,10571,4,địa phương,"nước mắt, chậm",local,"tear, slow"
16092,10572,4,phạm,"linh cảm, phí",commitment,"premonition, fee"
16093,10572,5,sai lầm,"bỏ cuộc, vòng quanh",mistake,"give up, around"
16094,10573,5,chuyến,"vô địch, thua",trip,"champion, lose"
16095,10573,6,xe,"dự án, chuồng",car,"project, cage"
16096,10575,2,mua,"trồng, nắng",buy,"plant, sunny"
16097,10575,1,tom,"hợp đồng, tháo",Tom,"contract, remove"
16098,10576,2,chó,"chim, gậy",dog,"bird, stick"
16099,10576,3,dường như,"chấp nhận, nghiêm trọng",seemingly,"accept, serious"
16100,10578,4,có lẽ,"thứ, tiếp theo",maybe,"rank, next"
16101,10579,1,tình,"khủng hoảng, diều",love,"crisis, kite"
16102,10579,3,bao gồm,"chống, trừ",include,"resist, apart from"
16103,10580,3,công dân,"phản bội, công chúng",citizen,"betray, public"
16104,10580,5,sapporo,"tom tắt, hóa học",Sapporo,"tom off, chemistry"
16105,10581,13,ảnh,"biểu hiện, kinh khủng",image,"expression, terrible"
16106,10581,6,mary,"tony, mari",Mary,"tony, mari"
16107,10582,7,xảy,"ngay, mất",occur,"right, lost"
16108,10582,3,chính xác,"mong đợi, thất bại",Exactly,"expectation, failure"
16109,10583,8,học,"đọc, môn",learn,"read, subject"
16110,10583,1,em gái,"em trai, anh trai",younger sister,"younger brother, older brother"
16111,10584,4,tiền,"sân bay, đâu",money,"airport, where"
16112,10584,6,bữa,"thực đơn, hàng ngũ",meal,"menu, rank"
16113,10585,1,máy bay,"tàu, lớp",plane,"ship, class"
16114,10585,5,tiếng,"điều, fax",language,"thing, fax"
16115,10586,3,yêu,"mùa, lo ngại",Love,"season, fear"
16116,10586,1,bố mẹ,"bố mẹ, vợ con",parents,"parents, wife and children"
16117,10587,6,sai lầm,"bỏ cuộc, vòng quanh",mistake,"give up, around"
16118,10587,2,thông minh,"vững, ngồi",smart,"stable, sit"
16119,10588,4,viết,"thể hiện, biểu diễn",write,"show, perform"
16120,10588,7,sách,"golf, đèn",book,"golf, lamp"
16121,10589,2,ngừng,"tiếp diễn, ngừng",stop,"continue, stop"
16122,10589,3,khóc,"lợi dụng, nhàm chán",cry,"take advantage, boring"
16123,10590,3,cải thiện,"thềm, kết hợp",improve,"shelf, combine"
16124,10591,4,khập khiễng,"hạnh phúc, tiến bộ",lame,"happy, progress"
16125,10592,5,trường,"thuyền, vực",school,"boat, area"
16126,10592,2,học,"đọc, môn",learn,"read, subject"
16127,10593,5,trị liệu,"tập thể dục, đồng minh",therapy,"do exercise, ally"
16128,10593,1,làm việc,"trực tiếp, đầu",work,"direct, head"
16129,10594,4,một chút,"tiếp theo, bắt đầu",a little bit,"next, begin"
16130,10594,3,giãn,"giải, tuổi thọ",dilated,"prize, longevity"
16131,10595,7,hôm qua,"lặng lẽ, sáng",Yesterday,"quiet, bright"
16132,10596,12,tuần,"bận tâm, thống nhất",week,"bother, unified"
16133,10596,4,ốm,"khát, hình phạt",sick,"thirsty, penalty"
16134,10597,7,rời,"nghỉ, từ bỏ",remove,"rest, give up"
16135,10597,8,đi,"mọi, mất",Go,"all, lost"
16136,10598,3,tom,"hợp đồng, tháo",Tom,"contract, remove"
16137,10599,2,bữa,"thực đơn, hàng ngũ",meal,"menu, rank"
16138,10599,6,ngủ,"hội nghị, ngồi",Sleep,"conference, sit"
16139,10600,6,tình nguyện viên,"bạn bè, nghị sĩ",volunteer,"friend, parliamentarian"
16140,10601,7,đánh vần,"vô giá trị, nhảy dây",spell,"null, rope skipping"
16141,10602,6,kế hoạch,"bất tỉnh, mẹ",plan,"unconscious, mom"
16142,10603,4,trẻ,"bay, nhu",young,"fly, soft"
16143,10603,6,tom,"hợp đồng, tháo",Tom,"contract, remove"
16144,10604,3,giàu có,"mệt mỏi, đau khổ",rich,"tired, anguished"
16145,10604,1,bố,"cha, vợ",dad,"father, wife"
16146,10605,3,đi,"mọi, mất",Go,"all, lost"
16147,10605,9,bé,"máu, sách",little,"blood, book"
16148,10606,10,new,"tờ, lường",New,"sheet, measure"
16149,10606,2,6,"7, 8",6,"7, 8"
16150,10607,9,tom,"hợp đồng, tháo",Tom,"contract, remove"
16151,10607,6,cuộc sống,"khác biệt, đồng quê",life,"distinctive, countryside"
16152,10608,3,vẻ,"ai, trung niên",draw,"who, middle -aged"
16153,10608,4,ngạc nhiên,"thích thú, tột cùng",surprised,"enjoy, ultimate"
16154,10610,6,tom,"hợp đồng, tháo",Tom,"contract, remove"
16155,10611,4,nấu,"xa, lợi dụng",cook,"distant, take advantage"
16156,10612,7,khoản,"bức, máu",clarify,"pervasive, blood"
16157,10612,8,nợ,"rừng, rau",in debt,"forest, vegetable"
16158,10613,2,golf,"sách, cảm hứng",golf,"book, inspiration"
16159,10613,4,vui,"hỗn loạn, rẻ",fun,"chaotic, cheap"
16160,10614,5,tom,"hợp đồng, tháo",Tom,"contract, remove"
16161,10614,4,dừng,"nghẹn, ghé",stop,"choked, visit"
16162,10615,8,ngân hàng,"rạp, hoa",bank,"cinema, flower"
16163,10615,5,tiền,"sân bay, đâu",money,"airport, where"
16164,10616,6,xảy,"ngay, mất",occur,"right, lost"
16165,10617,4,mơ,"dự định, câu chuyện",dream,"plan, story"
16166,10618,7,ngày mai,"giấu, chữa",Tomorrow,"hide, cure"
16167,10619,2,xin lỗi,"gia đình, hài lòng",Sorry,"family, satisfied"
16168,10619,4,quên,"thương, cảm giác",forget,"love, feeling"
16169,10620,7,tranh,"sách, bức",painting,"book, pervasive"
16170,10622,2,nĩa,"ghế đẩu, rết",fork,"stool, centipede"
16171,10622,5,đẩy,"nói, nửa",push,"speak, half"
16172,10626,5,đồng nghiệp,"cô giáo, cửa sổ",colleague,"teacher, window"
16173,10627,1,tom,"hợp đồng, tháo",Tom,"contract, remove"
16174,10627,2,sống,"đời, tiện lợi",living,"lifetime, convenient"
16175,10629,3,đi,"mọi, mất",Go,"all, lost"
16176,10629,10,cối xay gió,"cộc lốc, cá heo",windmill,"curt, dolphin"
16177,10630,4,buồn ngủ,"khó chịu, bận",asleep,"uncomfortable, busy"
16178,10631,4,gà,"rác, bò",chicken,"garbage, cow"
16179,10631,3,súp,"quái vật, quyền lợi",soup,"monster, interest"
16180,10632,6,lắm,"vân, phần nào",very,"cloud, part"
16181,10632,2,hộp,"trung, pha",box,"central, phase"
16182,10633,1,trẻ,"bay, nhu",young,"fly, soft"
16183,10633,4,mắt,"mùa, cắt",eye,"season, cut"
16184,10634,8,phòng,"trại, tập trung",room,"camp, concentrate"
16185,10634,5,đột ngột,"mượn, hăng hái",suddenly,"borrow, eager"
16186,10637,2,mary,"tony, mari",Mary,"tony, mari"
16187,10637,3,dường như,"chấp nhận, nghiêm trọng",seemingly,"accept, serious"
16188,10638,5,ta,"người, khác",I,"people, other"
16189,10639,5,kết quả,"quê hương, lãnh thổ",result,"hometown, territory"
16190,10639,3,hài lòng,"vui mừng, cảm nhận",satisfied,"delighted, feel"
16191,10640,13,thô lỗ,"thô thiển, giả vờ",rude,"crude, pretend"
