s_id,eng,viet,topic_name
9452,Tom put his arm around Mary.,Tom vòng tay quanh mary .,Diaries & Daily Life
9453,Tom is a giver.,Tom là một người cho,Diaries & Daily Life
9454,I want you to clean your room,Tôi muốn bạn dọn phòng,Diaries & Daily Life
9455,I am afraid of bears.,Tôi sợ gấu,Diaries & Daily Life
9456,Hurry up! We'll be late,Nhanh lên ! chúng ta sẽ trễ,Diaries & Daily Life
9457,I must get my work done by the day after tomorrow,Tôi phải hoàn thành công việc của mình vào ngày hôm sau,Diaries & Daily Life
9458,"If I had known, I would have told you","Nếu tôi biết , tôi sẽ nói với bạn",Diaries & Daily Life
9459,Tom assured me that he would be here in time for the opening speech.,Tom đảm bảo với tôi rằng anh ấy sẽ có mặt kịp thời cho bài phát biểu khai mạc .,News & Social Concern
9460,"If it gets boring, I will go home.","Nếu nó trở nên nhàm chán , tôi sẽ về nhà",Diaries & Daily Life
9461,Tom must be aware that Mary is John's girlfriend,Tom phải biết rằng mary là bạn gái của john,Relationships
9462,My older brother had a position in a large company.,Anh trai tôi đã có một vị trí trong một công ty lớn .,Diaries & Daily Life
9463,He's been sick in bed for four days.,Anh ấy bị ốm trên giường bốn ngày .,Diaries & Daily Life
9464,I eat dinner after work,Tôi ăn tối sau khi làm việc,Food & Dining
9465,Tom says Mary should be happy.,Tom nói mary nên được hạnh phúc .,Diaries & Daily Life
9466,You shouldn't judge a person by his looks.,Bạn không nên đánh giá một người qua vẻ ngoài của anh ta .,Diaries & Daily Life
9467,Do you want to buy this or not?,Bạn có muốn mua cái này hay không ?,Other Hobbies
9468,My grandfather's life was long and happy,Cuộc sống của ông tôi rất dài và hạnh phúc .,Family
9469,That's probably a new record,Đó có lẽ là một kỷ lục mới,Sports
9470,Grace hasn't arrived yet.,Ân sủng chưa đến .,Diaries & Daily Life
9471,I met Tony on my way school this morning,Tôi đã gặp tony trên đường đến trường sáng nay,Diaries & Daily Life
9472,"My brother bought a used car, so it was not very expensive","Anh tôi đã mua một chiếc xe đã qua sử dụng , vì vậy nó không đắt lắm",Diaries & Daily Life
9473,"Next February, I'll be going to Australia for one year to study.","Tháng hai tới , tôi sẽ đi Úc trong một năm để học .",Travel & Adventure
9474,I thought he was joking,Tôi nghĩ rằng ông đã nói đùa,Diaries & Daily Life
9475,Tom flatly refused.,Tom thẳng thừng từ chối .,News & Social Concern
9476,She decided to have the operation,Cô quyết định phẫu thuật,News & Social Concern
9477,Tom doesn't feel like taking a walk with his dog this morning.,Tom không cảm thấy muốn đi dạo với con chó của mình sáng nay .,Diaries & Daily Life
9478,I want to go home.,Tôi muốn về nhà .,Diaries & Daily Life
9479,I'm going off to Vancouver next week to see my sister,Tôi sẽ đến vancodar vào tuần tới để gặp chị tôi,Diaries & Daily Life
9480,She ran very fast to catch up with the other members,Cô ấy chạy rất nhanh để bắt kịp các thành viên khác,Celebrity & Pop Culture
9481,This is a life-sized statue.,Đây là một bức tượng kích thước thật,News & Social Concern
9482,The girl begged her mother to accompany her.,Cô gái năn nỉ mẹ đi cùng .,Diaries & Daily Life
9483,Can I talk to you guys for a minute?,Tôi có thể nói chuyện với các bạn một phút được không ?,Diaries & Daily Life
9484,Tom began working as a volunteer at the homeless shelter while he was still in high school.,Tom bắt đầu làm việc như một tình nguyện viên tại nhà tạm trú cho người vô gia cư khi anh vẫn còn học trung học .,News & Social Concern
9485,I had trouble pronouncing his name.,Tôi gặp khó khăn khi phát âm tên anh ấy,Diaries & Daily Life
9486,Would you pass me the salt?,Bạn sẽ cho tôi muối ?,Diaries & Daily Life
9487,Tom hasn't painted his house yet.,Tom chưa sơn nhà .,Diaries & Daily Life
9488,Tom sat down on the couch next to Mary,Tom ngồi xuống đi văng bên cạnh mary,Diaries & Daily Life
9489,The 'gold' yearned for by the Japanese synchronized swimming world was not quite reached.,' vàng ' được khao khát bởi thế giới bơi lội đồng bộ của Nhật bản không hoàn toàn đạt được .,Sports
9490,I'm sure everyone understands.,Tôi chắc rằng mọi người đều hiểu .,Diaries & Daily Life
9491,Tom has to take the test again,Tom phải làm bài kiểm tra một lần nữa,Diaries & Daily Life
9492,The only time that Tom left the room was just before we ate dinner.,Lần duy nhất tom rời khỏi phòng là ngay trước khi chúng tôi ăn tối .,Food & Dining
9493,He wants to live in the city,Anh ấy muốn sống ở thành phố,Diaries & Daily Life
9494,They are actors.,Họ là những diễn viên .,Film Tv & Video
9495,Tom watered the flowers.,Tom tưới hoa .,Diaries & Daily Life
9496,Ignore him.,Mặc kệ anh .,Diaries & Daily Life
9497,We currently have 200 well organized sales offices all over Japan,Chúng tôi hiện có 200 văn phòng bán hàng được tổ chức tốt trên khắp Nhật bản,Business & Entrepreneurs
9498,Adams was an intelligent man,Adams là một người đàn ông thông minh,Sports
9499,Japanese currency is widely used here.,Tiền Nhật bản được sử dụng rộng rãi ở đây .,News & Social Concern
9500,I had no idea you knew Tom,Tôi không biết bạn biết tom,Relationships
9501,I haven't made a decision yet,Tôi chưa đưa ra quyết định,Diaries & Daily Life
9502,Have any of you guys been to Tom's house?,Các bạn đã đến nhà của tom chưa ?,Diaries & Daily Life
9503,She is in her hotel now,Cô ấy đang ở khách sạn,Diaries & Daily Life
9504,Could you help us?,Bạn có thể giúp chúng tôi ?,Other Hobbies
9505,He should have kept his mouth shut,Anh ta nên im miệng,News & Social Concern
9506,Tom told me that he loved me.,Tom nói với tôi rằng anh ấy yêu tôi .,Relationships
9507,We were next-door neighbors.,Chúng tôi là hàng xóm của nhau,Diaries & Daily Life
9508,I am at home.,Tôi ở nhà .,Diaries & Daily Life
9509,I came as soon as I found out,Tôi đến ngay khi phát hiện ra,Diaries & Daily Life
9510,Amy made an effort to stand up.,Amy đã nỗ lực để đứng lên .,News & Social Concern
9511,I had breakfast at 7:30.,Tôi đã ăn sáng lúc 7 : 30 .,Food & Dining
9512,Don't come so early next time,Đừng đến sớm quá,Diaries & Daily Life
9513,Tom would like to ask you a couple questions,Tom muốn hỏi bạn một vài câu hỏi,Diaries & Daily Life
9514,Are you single?,Bạn còn độc thân phải không,Diaries & Daily Life
9515,When did you have your last physical examination?,Lần khám cuối cùng của bạn là khi nào ?,Fitness & Health
9516,I have no idea what I am doing.,Tôi không biết tôi đang làm gì,Diaries & Daily Life
9517,I've been meaning to read this book.,Tôi đã có ý định đọc cuốn sách này .,Learning & Educational
9518,Some people believe that seven is a lucky number,Một số người tin rằng bảy là con số may mắn,Diaries & Daily Life
9519,Your shirt is inside out,Áo của bạn ở trong,Fashion & Style
9520,"I appreciate the offer, but I can't accept","Tôi đánh giá cao lời đề nghị , nhưng tôi không thể chấp nhận",Diaries & Daily Life
9521,Put you coat back on.,Mặc áo khoác lại .,Fashion & Style
9522,I'm trying to find my balance back,Tôi đang cố gắng tìm lại sự cân bằng của mình,Diaries & Daily Life
9523,Tom can't play the piccolo.,Tom không thể chơi piccolo .,Film Tv & Video
9524,The teacher gave out the test papers after the bell rang,Giáo viên đưa ra bài kiểm tra sau khi chuông reo,Learning & Educational
9525,Tom made fun of the way I talk,Tom làm cho niềm vui của cách tôi nói chuyện,Diaries & Daily Life
9526,He is not the sort of person who likes to listen to jazz.,Anh ấy không phải là người thích nghe nhạc jazz .,Music
9527,I know what I'm dealing with,Tôi biết những gì tôi đang giải quyết,Diaries & Daily Life
9528,Jack is bound to succeed this time,Jack chắc chắn sẽ thành công lần này,Sports
9529,He tried to approach her using every possible means.,Anh cố gắng tiếp cận cô bằng mọi cách có thể .,Diaries & Daily Life
9530,"It's a good restaurant, but it's quite expensive.","Đó là một nhà hàng tốt , nhưng nó khá đắt .",Food & Dining
9531,I must leave here today,Tôi phải rời khỏi đây hôm nay,Diaries & Daily Life
9532,I have some good news and some bad news.,Tôi có một số tin tốt và một số tin xấu .,Diaries & Daily Life
9533,Tom wouldn't listen to me.,Tom sẽ không nghe tôi .,Diaries & Daily Life
9534,I heard someone say Tom was sick,Tôi nghe ai đó nói tom bị ốm,Diaries & Daily Life
9535,It was on the news.,Đó là trên tin tức,News & Social Concern
9536,When was the last time you treated a patient?,Lần cuối bạn điều trị bệnh nhân là khi nào ?,Diaries & Daily Life
9537,My dream is to become a teacher,Ước mơ của tôi là trở thành một giáo viên,Learning & Educational
9538,Tom didn't do anything to deserve this,Tom đã không làm bất cứ điều gì để xứng đáng với điều này,Diaries & Daily Life
9539,He couldn't fulfill the promise he made to his father.,Anh không thể thực hiện lời hứa với cha mình .,Relationships
9540,Tom knows why Mary decided not to go on the picnic with him,Tom biết tại sao mary quyết định không đi dã ngoại với anh ta,Diaries & Daily Life
9541,He may have been ill,Anh ấy có thể bị ốm,News & Social Concern
9542,He was brought up by her grandmother,Ông được bà ngoại nuôi dưỡng,Family
9543,You didn't need to buy this book.,Bạn không cần mua cuốn sách này .,Learning & Educational
9544,"Tom's constant arguing irritates some of his classmates. However, most of the class has just learned to ignore him.","Tom cãi nhau liên tục chọc tức một số bạn cùng lớp . tuy nhiên , hầu hết các lớp chỉ học cách bỏ qua anh ta .",Learning & Educational
9545,I presented him with a gold watch.,Tôi tặng anh một chiếc đồng hồ vàng .,Business & Entrepreneurs
9546,He seems to have been rich.,Anh ta dường như đã giàu có .,News & Social Concern
9547,I was just saying how happy you two must be,Tôi chỉ nói rằng hai bạn phải hạnh phúc như thế nào,Diaries & Daily Life
9548,I can't find my safety deposit key,Tôi không thể tìm thấy khóa ký gửi an toàn của mình,Diaries & Daily Life
9549,I love her to death.,Tôi yêu cô ấy đến chết .,Diaries & Daily Life
9550,I missed my stop. How long does it take to reach the next stop?,Tôi đã bỏ lỡ điểm dừng của tôi Mất bao lâu để đến điểm dừng tiếp theo ?,Diaries & Daily Life
9551,He isn't my brother. He's my cousin.,Anh ấy không phải anh trai tôi . anh ấy là anh họ của tôi .,Family
9552,The drivers began arguing about who was to blame for the accident,Các tài xế bắt đầu tranh cãi về việc ai sẽ đổ lỗi cho vụ tai nạn,News & Social Concern
9553,I hope I don't have to use this pistol,Tôi hy vọng tôi không phải sử dụng khẩu súng lục này,News & Social Concern
9554,Tom suggested that what Mary did was intentional.,Tom đề nghị rằng những gì mary đã làm là cố ý .,Other Hobbies
9555,Mary loves her bamboo fence,Mary yêu hàng rào tre của mình,Diaries & Daily Life
9556,They were important leaders who loved their country.,Họ là những nhà lãnh đạo quan trọng yêu đất nước của họ .,News & Social Concern
9557,I'll pass on this information to Tom,Tôi sẽ chuyển thông tin này cho tom,Diaries & Daily Life
9558,Can she play the guitar?,Cô ấy có thể chơi ghi-ta không ?,Music
9559,Tom verified the date of the meeting,Tom xác minh ngày họp,News & Social Concern
9560,How's the job?,Công việc thế nào,Diaries & Daily Life
9561,"Since it was already late, I went to sleep.","Vì trời đã khuya , tôi đi ngủ .",Diaries & Daily Life
9562,Tom thinks he knows best,Tom nghĩ rằng anh ấy biết rõ nhất,Sports
9563,I couldn't close my eyes,Tôi không thể nhắm mắt,Diaries & Daily Life
9564,He was laid off until there was more work to do.,Ông đã bị sa thải cho đến khi có nhiều việc phải làm .,News & Social Concern
9565,Is there something you want to tell me?,Có điều gì bạn muốn nói với tôi ?,Diaries & Daily Life
9566,Tom started to get a little angry,Tom bắt đầu hơi tức giận,Diaries & Daily Life
9567,That portrait reminds me of someone I knew a long time ago.,Bức chân dung đó làm tôi nhớ đến một người mà tôi biết từ lâu .,Diaries & Daily Life
9568,What are my grandparents doing?,Ông bà tôi đang làm gì,Family
9569,I have a friend at City Hall.,Tôi có một người bạn ở hội trường thành phố,News & Social Concern
9570,There's nothing to prevent me from going.,Không có gì ngăn cản tôi đi .,Diaries & Daily Life
9571,I could have won the race if I hadn't sprained my ankle,Tôi có thể thắng cuộc đua nếu tôi không bị bong gân mắt cá chân,Sports
9572,I know where he is.,Tôi biết anh ấy ở đâu,Diaries & Daily Life
9573,Where did you have in mind?,Bạn đã ở đâu trong tâm trí ?,Diaries & Daily Life
9574,You can't stay here now.,Bạn không thể ở đây bây giờ,Diaries & Daily Life
9575,"When my wife finds out, she won't be happy.","Khi vợ tôi phát hiện ra , cô ấy sẽ không vui .",Diaries & Daily Life
9576,"We're one big, happy family.","Chúng tôi là một gia đình lớn , hạnh phúc .",Diaries & Daily Life
9577,Tom is in cuffs.,Tom là trong còng .,News & Social Concern
9578,I think it's important for us to stay calm,Tôi nghĩ điều quan trọng đối với chúng tôi là giữ bình tĩnh,Diaries & Daily Life
9579,You'll have to speak up.,Bạn sẽ phải lên tiếng .,News & Social Concern
9580,Tom laughed to himself,Tom tự cười,Diaries & Daily Life
9581,I went to the scene of the crime.,Tôi đã đến hiện trường vụ án .,News & Social Concern
9582,Tom asked for Mary's help,Tom yêu cầu sự giúp đỡ của mary,Diaries & Daily Life
9583,I'm learning French on my own,Tôi đang tự học tiếng Pháp,Learning & Educational
9584,He's in charge of the department,Anh ấy phụ trách bộ phận,News & Social Concern
9585,I understand you're a personal friend of Tom,Tôi hiểu bạn là bạn cá nhân của tom,Relationships
9586,Maybe it is destiny.,Có lẽ đó là định mệnh .,Diaries & Daily Life
9587,You only did what you had to do,Bạn chỉ làm những gì bạn phải làm,Diaries & Daily Life
9588,Tom is your enemy,Tom là kẻ thù của bạn,Celebrity & Pop Culture
9589,I met my friends yesterday.,Tôi đã gặp bạn bè của tôi ngày hôm qua .,Diaries & Daily Life
9590,Tom flew in from Boston this morning,Tom bay từ boston sáng nay,Diaries & Daily Life
9591,Tom didn't really enjoy studying French,Tom không thực sự thích học tiếng Pháp,Learning & Educational
9592,Tom didn't give me any money.,Tom không cho tôi tiền .,Diaries & Daily Life
9593,Tom motioned Mary to stay.,Tom chuyển động mary ở lại .,Diaries & Daily Life
9594,I'll love you always,Tôi vẫn sẽ luôn yêu bạn,Diaries & Daily Life
9595,I've always been here,Tôi đã luôn ở đây,Diaries & Daily Life
9596,I come into contact with all kinds of people in my work.,Tôi tiếp xúc với tất cả mọi người trong công việc của tôi .,Diaries & Daily Life
9597,"A man as diligent as he is, is sure to succeed.","Một người đàn ông siêng năng như anh ấy , chắc chắn sẽ thành công .",Diaries & Daily Life
9598,Who doesn't hope for peace and security?,Ai không hy vọng cho hòa bình và an ninh ?,News & Social Concern
9599,I can have dinner ready by 10 o'clock.,Tôi có thể chuẩn bị bữa tối trước 10 giờ .,Food & Dining
9600,I'm related to Tom.,Tôi có liên quan đến tom .,Relationships
9601,The Amazon is the second longest river in the world after the Nile.,Amazon là con sông dài thứ hai trên thế giới sau sông Nile .,News & Social Concern
9602,Tom lost his French textbook.,Tom mất sách giáo khoa tiếng Pháp của mình .,Learning & Educational
9603,"While I was waiting for the streetcar, I witnessed a traffic accident.","Trong khi tôi đang đợi xe điện , tôi đã chứng kiến một vụ tai nạn giao thông .",Diaries & Daily Life
9604,Tom eats too much junk food.,Tom ăn quá nhiều đồ ăn vặt,Food & Dining
9605,Why does Tom have a gun?,Tại sao tom có súng ?,Film Tv & Video
9606,He doesn't get jokes,Anh ấy không đùa,Diaries & Daily Life
9607,I am so sorry to have kept you waiting,Tôi rất xin lỗi vì đã để bạn chờ đợi,Diaries & Daily Life
9608,Why don't you go back to Boston?,Tại sao bạn không quay lại boston ?,Travel & Adventure
9609,It's not hard to find.,Không khó để tìm thấy,Diaries & Daily Life
9610,Who wants us killed?,Ai muốn chúng ta bị giết ?,News & Social Concern
9611,It was just an accident that we met at the store.,Đó chỉ là một tai nạn mà chúng tôi đã gặp ở cửa hàng .,Diaries & Daily Life
9612,I didn't know Tom was a drug addict,Tôi không biết tom là một người nghiện ma túy,Celebrity & Pop Culture
9613,I know you and Tom are friends,Tôi biết bạn và tom là bạn,Relationships
9614,There are twenty four hours in a day.,Có hai mươi bốn giờ trong một ngày .,Diaries & Daily Life
9615,Is this radio yours?,Cái radio này có phải của bạn không ?,Music
9616,She stayed in that area for a short while,Cô ấy ở lại trong một thời gian ngắn,Diaries & Daily Life
9617,They called him a traitor,Họ gọi anh là kẻ phản bội,News & Social Concern
9618,Does she play piano?,Cô ấy có chơi piano không,Music
9619,Have you found a place to live?,Bạn đã tìm thấy một nơi để sống ?,Diaries & Daily Life
9620,You need to listen to Tom,Bạn cần nghe tom,Music
9621,The sisters lived to be 100 years old.,Các chị em sống đến 100 tuổi .,Family
9622,Tom knows Mary better than he knows anyone else,Tom biết mary tốt hơn anh ấy biết bất cứ ai khác,Diaries & Daily Life
9623,I got the money back from him.,Tôi đã lấy lại tiền từ anh ấy,Diaries & Daily Life
9624,He wasn't earning a large salary when he retired,Ông đã không kiếm được một mức lương lớn khi nghỉ hưu,News & Social Concern
9625,I got drunk last night and did something stupid,Tôi đã say tối qua và làm điều gì đó ngu ngốc,Diaries & Daily Life
9626,Tom doesn't want to go to lunch with Mary.,Tom không muốn đi ăn trưa với mary .,Diaries & Daily Life
9627,My father doesn't eat fruit that much,Cha tôi không ăn trái cây nhiều,Food & Dining
9628,Tom looks very upset,Tom trông rất khó chịu,Sports
9629,You can't wear those clothes to work.,Bạn không thể mặc những bộ quần áo đó để làm việc,Fashion & Style
9630,He is making good progress in playing the piano.,Anh ấy đang tiến bộ tốt trong việc chơi piano .,Music
9631,He hung his blazer on a hanger because he didn't want it to get wrinkled,Anh ta treo chiếc áo cộc tay lên một cái móc vì anh ta không muốn nó bị nhăn,Fashion & Style
9632,I was raised right.,Tôi đã lớn lên,Diaries & Daily Life
9633,Give me any books you have on the subject.,Cho tôi bất kỳ cuốn sách bạn có về chủ đề này .,Learning & Educational
9634,Make it quick,Làm nó nhanh lên,Diaries & Daily Life
9635,You have brought shame upon our family.,Bạn đã mang lại sự xấu hổ cho gia đình của chúng tôi .,News & Social Concern
9636,Each year Hamamatsu has a kite festival,Mỗi năm Hamamatsu có một lễ hội diều,Arts & Culture
9637,"Every afternoon, the woman went to church to pray.","Mỗi buổi chiều , người phụ nữ đến nhà thờ cầu nguyện .",Diaries & Daily Life
9638,He showed me his photograph album.,Anh ấy cho tôi xem album ảnh của anh ấy,Diaries & Daily Life
9639,You are our new neighbor.,Bạn là hàng xóm mới của chúng tôi,Diaries & Daily Life
9640,"If your illness becomes worse, call in a specialist.","Nếu bệnh của bạn trở nên tồi tệ hơn , hãy gọi bác sĩ chuyên khoa .",Fitness & Health
9641,"In preparation for painting a portrait, my friend takes many photographs in order to study the subject closely.","Để chuẩn bị vẽ một bức chân dung , bạn tôi chụp nhiều bức ảnh để nghiên cứu kỹ đề tài này .",Arts & Culture
9642,It's hard for him to live on his small pension.,Thật khó để anh ta sống với tiền trợ cấp nhỏ của mình .,News & Social Concern
9643,I saw Tom in the parking lot when I left.,Tôi thấy tom trong bãi đậu xe khi tôi rời đi .,Diaries & Daily Life
9644,He's a yes-man.,Anh ấy là một người đàn ông có .,News & Social Concern
9645,I am Samuel,Tôi là samuel,Diaries & Daily Life
9646,I think you'll want this.,Tôi nghĩ bạn sẽ muốn điều này .,Diaries & Daily Life
9647,Would you please give me some more tea?,Bạn vui lòng cho tôi thêm trà,Diaries & Daily Life
9648,This is cheap,Cái này rẻ,Diaries & Daily Life
9649,"It's hot today, isn't it?",Hôm nay trời nóng phải không ?,Diaries & Daily Life
9650,What's in the truck?,Những gì trong xe tải ?,Diaries & Daily Life
9651,She goes to the market once a week.,Cô ấy đi chợ mỗi tuần một lần,Diaries & Daily Life
9652,Judy is fond of dancing.,Judy thích khiêu vũ .,Music
9653,This is true love,Đây là tình yêu đích thực,Diaries & Daily Life
9654,"Jack, Jill and Alice went up the hill.","Jack , jill và alice đi lên đồi .",Diaries & Daily Life
9655,There is a great conflict between religion and science,Có một cuộc xung đột lớn giữa tôn giáo và khoa học,Learning & Educational
9656,Stop worrying and get some sleep.,Ngừng lo lắng và ngủ một chút,Diaries & Daily Life
9657,I'll set the table for six people.,Tôi sẽ đặt bàn cho sáu người .,Diaries & Daily Life
9658,It tends to rain here a lot in the summer,Trời có xu hướng mưa ở đây rất nhiều vào mùa hè,News & Social Concern
9659,It looks like rain. You had better take in the washing.,Nó trông như mưa . bạn nên giặt giũ,Diaries & Daily Life
9660,It might have been Miss Satoh who sent these flowers.,Nó có thể đã nhớ satoh người đã gửi những bông hoa này .,Diaries & Daily Life
9661,You can hear the news on the radio at nine o'clock.,Bạn có thể nghe tin tức trên đài phát thanh lúc chín giờ .,News & Social Concern
9662,She arrived in a car,Cô ấy đã đến trong một chiếc xe hơi,Diaries & Daily Life
9663,This is for your protection.,Cai nay cho sự bảo vệ của bạn .,News & Social Concern
9664,Why did you tell Tom that you don't know me?,Tại sao bạn nói với tom rằng bạn không biết tôi ?,Diaries & Daily Life
9665,Could you tell me how to call this number?,Bạn có thể cho tôi biết làm thế nào để gọi số này ?,Diaries & Daily Life
9666,I as well as you am to blame.,Tôi cũng như bạn đang đổ lỗi,Diaries & Daily Life
9667,I can't believe you think I'm pushy.,Tôi không thể tin rằng bạn nghĩ rằng tôi đang thúc đẩy .,Diaries & Daily Life
9668,Do you remember what I told you before?,Bạn có nhớ những gì tôi nói với bạn trước đây không ?,Diaries & Daily Life
9669,"In a court of fowls, the cockroach never wins his case","Trong một tòa án chim , con gián không bao giờ thắng vụ kiện của mình",News & Social Concern
9670,"Upon hearing the news, she broke down crying.","Khi nghe tin , cô đã khóc .",News & Social Concern
9671,I came to talk to Tom.,Tôi đến nói chuyện với tom,Diaries & Daily Life
9672,Tom is probably in bed and asleep.,Tom có lẽ đang ở trên giường và ngủ .,Diaries & Daily Life
9673,Tom will pass.,Tom sẽ qua .,Sports
9674,We won't allow it,Chúng tôi sẽ không cho phép nó,News & Social Concern
9675,I can write my name in Chinese.,Tôi có thể viết tên của tôi bằng tiếng Trung quốc .,Diaries & Daily Life
9676,Please don't allow the children to play with knives.,Xin vui lòng không cho phép trẻ em chơi với dao .,News & Social Concern
9677,Please say hello to your parents,Xin chào cha mẹ,Family
9678,I was scared that Tom would hurt me,Tôi sợ rằng tom sẽ làm tổn thương tôi,Diaries & Daily Life
9679,It was five years ago that I graduated from college.,Đó là năm năm trước khi tôi tốt nghiệp đại học .,Learning & Educational
9680,He seems honest.,Anh ấy có vẻ trung thực .,News & Social Concern
9681,Can I ask you for a favor?,Tôi có thể nhờ bạn giúp không ?,Diaries & Daily Life
9682,It's a free country,Đó là một đất nước tự do,News & Social Concern
9683,Tom had a rough time last year,Tom đã có một thời gian khó khăn vào năm ngoái,Diaries & Daily Life
9684,I knew someone like you once.,Tôi đã biết một người như bạn một lần .,Diaries & Daily Life
9685,Tom said he heard three gunshots that night,Tom nói rằng anh ta nghe thấy ba tiếng súng đêm đó,News & Social Concern
9686,They were speaking in a Southern dialect.,Họ đã nói theo một phương ngữ miền Nam .,News & Social Concern
9687,Tom looks ridiculous.,Tom trông thật lố bịch .,Fashion & Style
9688,That house belongs to me.,Ngôi nhà đó thuộc về tôi,Diaries & Daily Life
9689,Where are your parents now?,Bố mẹ bạn đang ở đâu,Relationships
9690,Tom knew better than to ask Mary such a stupid question,Tom biết rõ hơn là hỏi mary một câu hỏi ngu ngốc như vậy,Diaries & Daily Life
9691,He has to take two science classes.,Anh phải học hai lớp khoa học .,Learning & Educational
9692,I look forward to corresponding with you,Tôi mong được tương ứng với bạn,Diaries & Daily Life
9693,Their argument eventually ended in a draw,Cuộc tranh luận của họ cuối cùng đã kết thúc với kết quả hòa,Sports
9694,Do I have to answer in English?,Tôi có phải trả lời bằng tiếng anh không,Diaries & Daily Life
9695,Don't worry. It's probably a false alarm.,Đừng lo lắng Có lẽ đó là một báo động sai .,Diaries & Daily Life
9696,The only limit to our realization of tomorrow will be our doubts of today.,Giới hạn duy nhất để chúng ta nhận ra ngày mai sẽ là những nghi ngờ của chúng ta về ngày hôm nay .,Diaries & Daily Life
9697,He has a second job,Anh ấy có một công việc thứ hai,Diaries & Daily Life
9698,I knew he didn't die.,Tôi biết anh ấy đã không chết .,Diaries & Daily Life
9699,Other documents of great importance include the writings of the Jesuits.,Các tài liệu khác có tầm quan trọng lớn bao gồm các bài viết của jesuits .,Arts & Culture
9700,I don't understand what you want me to do,Tôi không hiểu bạn muốn tôi làm gì,Diaries & Daily Life
9701,We will make up for the loss,Chúng tôi sẽ bù đắp cho sự mất mát,Sports
9702,Please don't forget to put the letter into the mailbox.,Xin đừng quên đặt thư vào hộp thư .,Diaries & Daily Life
9703,Your friends will miss you.,Bạn bè của bạn sẽ nhớ bạn,Relationships
9704,"Is there anything you want to say, Tom?","Có điều gì bạn muốn nói không , tom ?",Diaries & Daily Life
9705,My brother has a good memory.,Anh tôi có một trí nhớ tốt,Family
9706,I was three years old when my mother died.,Tôi lên ba tuổi khi mẹ tôi mất,Family
9707,He was so angry he couldn't speak,"Anh ấy đã rất tức giận , anh ấy không thể nói",News & Social Concern
9708,He slept with the window open.,Anh ngủ với cửa sổ mở .,Diaries & Daily Life
9709,Did you see or hear anything unusual last night?,Bạn có thấy hay nghe thấy điều gì bất thường đêm qua không ?,Diaries & Daily Life
9710,Tom can understand Mary,Tom có thể hiểu mary,Diaries & Daily Life
9711,Tom put the list on the bulletin board.,Tom đưa danh sách lên bảng thông báo .,News & Social Concern
9712,Why did it take so long?,Tại sao nó lại mất nhiều thời gian như vậy ?,Diaries & Daily Life
9713,What did you do with your camera?,Bạn đã làm gì với máy ảnh của bạn ?,Diaries & Daily Life
9714,Aren't you exaggerating a bit?,Bạn không phóng đại một chút sao ?,Diaries & Daily Life
9715,He dropped out when he was in the 7th grade,Anh bỏ học khi học lớp 7,Learning & Educational
9716,He ran faster than his brother did,Anh ta chạy nhanh hơn anh trai mình,Sports
9717,Ben and I don't get along. We have nothing in common,Ben và tôi không hợp nhau Chúng tôi không có điểm gì chung,Relationships
9718,He is afraid of becoming sick.,Anh ấy sợ bị bệnh,News & Social Concern
9719,They could have killed you.,Họ có thể đã giết bạn,News & Social Concern
9720,I bet you can't guess where I was last night!,Tôi cá là bạn không thể đoán được đêm qua tôi đã ở đâu !,Diaries & Daily Life
9721,I have high blood pressure,Tôi bị huyết áp cao,Diaries & Daily Life
9722,Don't worry. I'll teach you how to drive.,Đừng lo lắng Tôi sẽ dạy bạn lái xe .,Diaries & Daily Life
9723,Tom won't be able to finish the job unless we help him.,Tom sẽ không thể hoàn thành công việc trừ khi chúng tôi giúp anh ta .,Sports
9724,He'll soon catch up with Tom,Anh ấy sẽ sớm bắt kịp với tom,Celebrity & Pop Culture
9725,We don't know the truth yet.,Chúng ta chưa biết sự thật,News & Social Concern
9726,We took a vote.,Chúng tôi đã bỏ phiếu .,News & Social Concern
9727,You can't help Tom tomorrow because you have to work all day.,Bạn không thể giúp tom vào ngày mai vì bạn phải làm việc cả ngày .,Diaries & Daily Life
9728,Tom's been playing computer games since noon,Tom đã chơi game trên máy tính từ trưa,Gaming
9729,They checked whether the room was empty.,Họ kiểm tra xem căn phòng có trống không .,Diaries & Daily Life
9730,Where is Tom's house?,Nhà của tom ở đâu,Diaries & Daily Life
9731,I suggest you find a new line of work,Tôi đề nghị bạn tìm một dòng công việc mới,Diaries & Daily Life
9732,You're a true hero,Bạn là một anh hùng thực sự,News & Social Concern
9733,No one will lay a finger on you as long as I live.,Không ai sẽ đặt ngón tay lên bạn chừng nào tôi còn sống .,Diaries & Daily Life
9734,"I'd be unhappy, but I wouldn't kill myself","Tôi sẽ không vui , nhưng tôi sẽ không tự sát",Diaries & Daily Life
9735,Please send me a picture of yourself,Xin vui lòng gửi cho tôi một hình ảnh của bạn,Diaries & Daily Life
9736,I can't see a thing,Tôi không thể nhìn thấy một điều,Diaries & Daily Life
9737,I have athlete's foot and it's very itchy.,Tôi có chân của vận động viên và nó rất ngứa .,Sports
9738,Don't drink that.,Đừng uống thứ đó,Food & Dining
9739,Tom divorced Mary after the children graduated from college.,Tom ly dị mary sau khi con tốt nghiệp đại học .,Diaries & Daily Life
